DSE index,"DLA HW (pes, bw)","RRAM HW (tiles, bw)",DLA layernum,RRAM layernum,DLA EDP,RRAM EDP,DLA area,RRAM area,restraint
304,1024 40,37 24,0,8,0.0,483877717636492.6,64226300000000.0,1738368780.209509,fail
305,1024 44,37 20,0,8,0.0,484691975353587.56,70648900000000.0,1738368780.209509,fail
306,1024 48,37 16,0,8,0.0,485913361929230.3,77071500000000.0,1738368780.209509,fail
307,1024 16,38 48,0,8,0.0,481842073343755.0,25690900000000.0,1738368780.209509,fail
308,1024 20,38 44,0,8,0.0,482027131915821.9,32113400000000.0,1738368780.209509,fail
309,1024 24,38 40,0,8,0.0,482249202202302.4,38536000000000.0,1738368780.209509,fail
310,1024 28,38 36,0,8,0.0,482520621441334.2,44958600000000.0,1738368780.209509,fail
311,1024 32,38 32,0,8,0.0,482859895490123.8,51381200000000.0,1738368780.209509,fail
312,1024 36,38 28,0,8,0.0,483296104981424.6,57803700000000.0,1738368780.209509,fail
313,1024 40,38 24,0,8,0.0,483877717636492.6,64226300000000.0,1738368780.209509,fail
314,1024 44,38 20,0,8,0.0,484691975353587.56,70648900000000.0,1738368780.209509,fail
315,1024 48,38 16,0,8,0.0,485913361929230.3,77071500000000.0,1738368780.209509,fail
316,1024 16,39 48,0,8,0.0,481842073343755.0,25690900000000.0,1738368780.209509,fail
317,1024 20,39 44,0,8,0.0,482027131915821.9,32113400000000.0,1738368780.209509,fail
318,1024 24,39 40,0,8,0.0,482249202202302.4,38536000000000.0,1738368780.209509,fail
319,1024 28,39 36,0,8,0.0,482520621441334.2,44958600000000.0,1738368780.209509,fail
320,1024 32,39 32,0,8,0.0,482859895490123.8,51381200000000.0,1738368780.209509,fail
321,1024 36,39 28,0,8,0.0,483296104981424.6,57803700000000.0,1738368780.209509,fail
322,1024 40,39 24,0,8,0.0,483877717636492.6,64226300000000.0,1738368780.209509,fail
323,1024 44,39 20,0,8,0.0,484691975353587.56,70648900000000.0,1738368780.209509,fail
324,1024 48,39 16,0,8,0.0,485913361929230.3,77071500000000.0,1738368780.209509,fail
325,1536 16,4 48,8,0,6487271140350.001,0.0,38512000000000.0,0.0,pass
326,1536 20,4 44,8,0,6487271140350.001,0.0,48139700000000.0,0.0,pass
327,1536 24,4 40,8,0,6487271140350.001,0.0,57767400000000.0,0.0,pass
328,1536 28,4 36,8,0,6487271140350.001,0.0,67395100000000.0,0.0,pass
329,1536 32,4 32,8,0,6487271140350.001,0.0,77022800000000.0,0.0,pass
330,1536 36,4 28,8,0,6487271140350.001,0.0,86650500000000.0,0.0,pass
331,1536 40,4 24,8,0,6487271140350.001,0.0,96278200000000.0,0.0,pass
332,1536 44,4 20,8,0,6487271140350.001,0.0,105906000000000.0,0.0,pass
333,1536 48,4 16,8,0,6487271140350.001,0.0,115534000000000.0,0.0,pass
334,1536 16,5 48,8,0,6487271140350.001,0.0,38512000000000.0,0.0,pass
335,1536 20,5 44,8,0,6487271140350.001,0.0,48139700000000.0,0.0,pass
336,1536 24,5 40,8,0,6487271140350.001,0.0,57767400000000.0,0.0,pass
337,1536 28,5 36,8,0,6487271140350.001,0.0,67395100000000.0,0.0,pass
338,1536 32,5 32,8,0,6487271140350.001,0.0,77022800000000.0,0.0,pass
339,1536 36,5 28,8,0,6487271140350.001,0.0,86650500000000.0,0.0,pass
340,1536 40,5 24,8,0,6487271140350.001,0.0,96278200000000.0,0.0,pass
341,1536 44,5 20,8,0,6487271140350.001,0.0,105906000000000.0,0.0,pass
342,1536 48,5 16,8,0,6487271140350.001,0.0,115534000000000.0,0.0,pass
343,1536 16,6 48,8,0,6487271140350.001,0.0,38512000000000.0,0.0,pass
344,1536 20,6 44,8,0,6487271140350.001,0.0,48139700000000.0,0.0,pass
345,1536 24,6 40,8,0,6487271140350.001,0.0,57767400000000.0,0.0,pass
346,1536 28,6 36,8,0,6487271140350.001,0.0,67395100000000.0,0.0,pass
347,1536 32,6 32,8,0,6487271140350.001,0.0,77022800000000.0,0.0,pass
348,1536 36,6 28,8,0,6487271140350.001,0.0,86650500000000.0,0.0,pass
349,1536 40,6 24,8,0,6487271140350.001,0.0,96278200000000.0,0.0,pass
350,1536 44,6 20,8,0,6487271140350.001,0.0,105906000000000.0,0.0,pass
351,1536 48,6 16,8,0,6487271140350.001,0.0,115534000000000.0,0.0,pass
352,1536 16,7 48,8,0,6487271140350.001,0.0,38512000000000.0,0.0,pass
353,1536 20,7 44,8,0,6487271140350.001,0.0,48139700000000.0,0.0,pass
354,1536 24,7 40,8,0,6487271140350.001,0.0,57767400000000.0,0.0,pass
355,1536 28,7 36,8,0,6487271140350.001,0.0,67395100000000.0,0.0,pass
356,1536 32,7 32,8,0,6487271140350.001,0.0,77022800000000.0,0.0,pass
357,1536 36,7 28,8,0,6487271140350.001,0.0,86650500000000.0,0.0,pass
358,1536 40,7 24,8,0,6487271140350.001,0.0,96278200000000.0,0.0,pass
359,1536 44,7 20,8,0,6487271140350.001,0.0,105906000000000.0,0.0,pass
360,1536 48,7 16,8,0,6487271140350.001,0.0,115534000000000.0,0.0,pass
361,1536 16,8 48,8,0,6487271140350.001,0.0,38512000000000.0,0.0,pass
362,1536 20,8 44,8,0,6487271140350.001,0.0,48139700000000.0,0.0,pass
363,1536 24,8 40,8,0,6487271140350.001,0.0,57767400000000.0,0.0,pass
364,1536 28,8 36,8,0,6487271140350.001,0.0,67395100000000.0,0.0,pass
365,1536 32,8 32,8,0,6487271140350.001,0.0,77022800000000.0,0.0,pass
366,1536 36,8 28,8,0,6487271140350.001,0.0,86650500000000.0,0.0,pass
367,1536 40,8 24,8,0,6487271140350.001,0.0,96278200000000.0,0.0,pass
368,1536 44,8 20,8,0,6487271140350.001,0.0,105906000000000.0,0.0,pass
369,1536 48,8 16,8,0,6487271140350.001,0.0,115534000000000.0,0.0,pass
370,1536 16,9 48,5,3,841370716775.9999,73547032939229.47,38512000000000.0,1269999989.6867397,pass
371,1536 20,9 44,5,3,841370716775.9999,73577225288518.47,48139700000000.0,1269999989.6867397,pass
372,1536 24,9 40,5,3,841370716775.9999,73613456107665.23,57767400000000.0,1269999989.6867397,pass
373,1536 28,9 36,5,3,841370716775.9999,73657738219955.73,67395100000000.0,1269999989.6867397,pass
374,1536 32,9 32,5,3,841370716775.9999,73713090860318.86,77022800000000.0,1269999989.6867397,pass
375,1536 36,9 28,5,3,841370716775.9999,73784258540785.75,86650500000000.0,1269999989.6867397,pass
376,1536 40,9 24,5,3,841370716775.9999,73879148781408.25,96278200000000.0,1269999989.6867397,pass
377,1536 44,9 20,5,3,841370716775.9999,74011995118279.77,105906000000000.0,1269999989.6867397,pass
378,1536 48,9 16,5,3,841370716775.9999,74211264623587.03,115534000000000.0,1269999989.6867397,pass
379,1536 16,10 48,0,8,0.0,481842073343755.0,38512000000000.0,1738368780.209509,fail
380,1536 20,10 44,0,8,0.0,482027131915821.9,48139700000000.0,1738368780.209509,fail
381,1536 24,10 40,0,8,0.0,482249202202302.4,57767400000000.0,1738368780.209509,fail
382,1536 28,10 36,0,8,0.0,482520621441334.2,67395100000000.0,1738368780.209509,fail
383,1536 32,10 32,0,8,0.0,482859895490123.8,77022800000000.0,1738368780.209509,fail
384,1536 36,10 28,0,8,0.0,483296104981424.6,86650500000000.0,1738368780.209509,fail
385,1536 40,10 24,0,8,0.0,483877717636492.6,96278200000000.0,1738368780.209509,fail
386,1536 44,10 20,0,8,0.0,484691975353587.56,105906000000000.0,1738368780.209509,fail
387,1536 48,10 16,0,8,0.0,485913361929230.3,115534000000000.0,1738368780.209509,fail
388,1536 16,11 48,0,8,0.0,481842073343755.0,38512000000000.0,1738368780.209509,fail
389,1536 20,11 44,0,8,0.0,482027131915821.9,48139700000000.0,1738368780.209509,fail
390,1536 24,11 40,0,8,0.0,482249202202302.4,57767400000000.0,1738368780.209509,fail
391,1536 28,11 36,0,8,0.0,482520621441334.2,67395100000000.0,1738368780.209509,fail
392,1536 32,11 32,0,8,0.0,482859895490123.8,77022800000000.0,1738368780.209509,fail
393,1536 36,11 28,0,8,0.0,483296104981424.6,86650500000000.0,1738368780.209509,fail
394,1536 40,11 24,0,8,0.0,483877717636492.6,96278200000000.0,1738368780.209509,fail
395,1536 44,11 20,0,8,0.0,484691975353587.56,105906000000000.0,1738368780.209509,fail
396,1536 48,11 16,0,8,0.0,485913361929230.3,115534000000000.0,1738368780.209509,fail
397,1536 16,12 48,0,8,0.0,481842073343755.0,38512000000000.0,1738368780.209509,fail
398,1536 20,12 44,0,8,0.0,482027131915821.9,48139700000000.0,1738368780.209509,fail
399,1536 24,12 40,0,8,0.0,482249202202302.4,57767400000000.0,1738368780.209509,fail
400,1536 28,12 36,0,8,0.0,482520621441334.2,67395100000000.0,1738368780.209509,fail
401,1536 32,12 32,0,8,0.0,482859895490123.8,77022800000000.0,1738368780.209509,fail
402,1536 36,12 28,0,8,0.0,483296104981424.6,86650500000000.0,1738368780.209509,fail
403,1536 40,12 24,0,8,0.0,483877717636492.6,96278200000000.0,1738368780.209509,fail
404,1536 44,12 20,0,8,0.0,484691975353587.56,105906000000000.0,1738368780.209509,fail
405,1536 48,12 16,0,8,0.0,485913361929230.3,115534000000000.0,1738368780.209509,fail
406,1536 16,13 48,0,8,0.0,481842073343755.0,38512000000000.0,1738368780.209509,fail
407,1536 20,13 44,0,8,0.0,482027131915821.9,48139700000000.0,1738368780.209509,fail
408,1536 24,13 40,0,8,0.0,482249202202302.4,57767400000000.0,1738368780.209509,fail
409,1536 28,13 36,0,8,0.0,482520621441334.2,67395100000000.0,1738368780.209509,fail
410,1536 32,13 32,0,8,0.0,482859895490123.8,77022800000000.0,1738368780.209509,fail
411,1536 36,13 28,0,8,0.0,483296104981424.6,86650500000000.0,1738368780.209509,fail
412,1536 40,13 24,0,8,0.0,483877717636492.6,96278200000000.0,1738368780.209509,fail
413,1536 44,13 20,0,8,0.0,484691975353587.56,105906000000000.0,1738368780.209509,fail
414,1536 48,13 16,0,8,0.0,485913361929230.3,115534000000000.0,1738368780.209509,fail
415,1536 16,14 48,0,8,0.0,481842073343755.0,38512000000000.0,1738368780.209509,fail
416,1536 20,14 44,0,8,0.0,482027131915821.9,48139700000000.0,1738368780.209509,fail
417,1536 24,14 40,0,8,0.0,482249202202302.4,57767400000000.0,1738368780.209509,fail
418,1536 28,14 36,0,8,0.0,482520621441334.2,67395100000000.0,1738368780.209509,fail
419,1536 32,14 32,0,8,0.0,482859895490123.8,77022800000000.0,1738368780.209509,fail
420,1536 36,14 28,0,8,0.0,483296104981424.6,86650500000000.0,1738368780.209509,fail
421,1536 40,14 24,0,8,0.0,483877717636492.6,96278200000000.0,1738368780.209509,fail
422,1536 44,14 20,0,8,0.0,484691975353587.56,105906000000000.0,1738368780.209509,fail
423,1536 48,14 16,0,8,0.0,485913361929230.3,115534000000000.0,1738368780.209509,fail
424,1536 16,15 48,0,8,0.0,481842073343755.0,38512000000000.0,1738368780.209509,fail
425,1536 20,15 44,0,8,0.0,482027131915821.9,48139700000000.0,1738368780.209509,fail
426,1536 24,15 40,0,8,0.0,482249202202302.4,57767400000000.0,1738368780.209509,fail
427,1536 28,15 36,0,8,0.0,482520621441334.2,67395100000000.0,1738368780.209509,fail
428,1536 32,15 32,0,8,0.0,482859895490123.8,77022800000000.0,1738368780.209509,fail
429,1536 36,15 28,0,8,0.0,483296104981424.6,86650500000000.0,1738368780.209509,fail
430,1536 40,15 24,0,8,0.0,483877717636492.6,96278200000000.0,1738368780.209509,fail
431,1536 44,15 20,0,8,0.0,484691975353587.56,105906000000000.0,1738368780.209509,fail
432,1536 48,15 16,0,8,0.0,485913361929230.3,115534000000000.0,1738368780.209509,fail
433,1536 16,16 48,0,8,0.0,481842073343755.0,38512000000000.0,1738368780.209509,fail
434,1536 20,16 44,0,8,0.0,482027131915821.9,48139700000000.0,1738368780.209509,fail
435,1536 24,16 40,0,8,0.0,482249202202302.4,57767400000000.0,1738368780.209509,fail
436,1536 28,16 36,0,8,0.0,482520621441334.2,67395100000000.0,1738368780.209509,fail
437,1536 32,16 32,0,8,0.0,482859895490123.8,77022800000000.0,1738368780.209509,fail
438,1536 36,16 28,0,8,0.0,483296104981424.6,86650500000000.0,1738368780.209509,fail
439,1536 40,16 24,0,8,0.0,483877717636492.6,96278200000000.0,1738368780.209509,fail
440,1536 44,16 20,0,8,0.0,484691975353587.56,105906000000000.0,1738368780.209509,fail
441,1536 48,16 16,0,8,0.0,485913361929230.3,115534000000000.0,1738368780.209509,fail
442,1536 16,17 48,0,8,0.0,481842073343755.0,38512000000000.0,1738368780.209509,fail
443,1536 20,17 44,0,8,0.0,482027131915821.9,48139700000000.0,1738368780.209509,fail
444,1536 24,17 40,0,8,0.0,482249202202302.4,57767400000000.0,1738368780.209509,fail
445,1536 28,17 36,0,8,0.0,482520621441334.2,67395100000000.0,1738368780.209509,fail
446,1536 32,17 32,0,8,0.0,482859895490123.8,77022800000000.0,1738368780.209509,fail
447,1536 36,17 28,0,8,0.0,483296104981424.6,86650500000000.0,1738368780.209509,fail
448,1536 40,17 24,0,8,0.0,483877717636492.6,96278200000000.0,1738368780.209509,fail
449,1536 44,17 20,0,8,0.0,484691975353587.56,105906000000000.0,1738368780.209509,fail
450,1536 48,17 16,0,8,0.0,485913361929230.3,115534000000000.0,1738368780.209509,fail
451,1536 16,18 48,0,8,0.0,481842073343755.0,38512000000000.0,1738368780.209509,fail
452,1536 20,18 44,0,8,0.0,482027131915821.9,48139700000000.0,1738368780.209509,fail
453,1536 24,18 40,0,8,0.0,482249202202302.4,57767400000000.0,1738368780.209509,fail
454,1536 28,18 36,0,8,0.0,482520621441334.2,67395100000000.0,1738368780.209509,fail
455,1536 32,18 32,0,8,0.0,482859895490123.8,77022800000000.0,1738368780.209509,fail
456,1536 36,18 28,0,8,0.0,483296104981424.6,86650500000000.0,1738368780.209509,fail
457,1536 40,18 24,0,8,0.0,483877717636492.6,96278200000000.0,1738368780.209509,fail
458,1536 44,18 20,0,8,0.0,484691975353587.56,105906000000000.0,1738368780.209509,fail
459,1536 48,18 16,0,8,0.0,485913361929230.3,115534000000000.0,1738368780.209509,fail
460,1536 16,19 48,0,8,0.0,481842073343755.0,38512000000000.0,1738368780.209509,fail
461,1536 20,19 44,0,8,0.0,482027131915821.9,48139700000000.0,1738368780.209509,fail
462,1536 24,19 40,0,8,0.0,482249202202302.4,57767400000000.0,1738368780.209509,fail
463,1536 28,19 36,0,8,0.0,482520621441334.2,67395100000000.0,1738368780.209509,fail
464,1536 32,19 32,0,8,0.0,482859895490123.8,77022800000000.0,1738368780.209509,fail
465,1536 36,19 28,0,8,0.0,483296104981424.6,86650500000000.0,1738368780.209509,fail
466,1536 40,19 24,0,8,0.0,483877717636492.6,96278200000000.0,1738368780.209509,fail
467,1536 44,19 20,0,8,0.0,484691975353587.56,105906000000000.0,1738368780.209509,fail
468,1536 48,19 16,0,8,0.0,485913361929230.3,115534000000000.0,1738368780.209509,fail
469,1536 16,20 48,0,8,0.0,481842073343755.0,38512000000000.0,1738368780.209509,fail
470,1536 20,20 44,0,8,0.0,482027131915821.9,48139700000000.0,1738368780.209509,fail
471,1536 24,20 40,0,8,0.0,482249202202302.4,57767400000000.0,1738368780.209509,fail
472,1536 28,20 36,0,8,0.0,482520621441334.2,67395100000000.0,1738368780.209509,fail
473,1536 32,20 32,0,8,0.0,482859895490123.8,77022800000000.0,1738368780.209509,fail
474,1536 36,20 28,0,8,0.0,483296104981424.6,86650500000000.0,1738368780.209509,fail
475,1536 40,20 24,0,8,0.0,483877717636492.6,96278200000000.0,1738368780.209509,fail
476,1536 44,20 20,0,8,0.0,484691975353587.56,105906000000000.0,1738368780.209509,fail
477,1536 48,20 16,0,8,0.0,485913361929230.3,115534000000000.0,1738368780.209509,fail
478,1536 16,21 48,0,8,0.0,481842073343755.0,38512000000000.0,1738368780.209509,fail
479,1536 20,21 44,0,8,0.0,482027131915821.9,48139700000000.0,1738368780.209509,fail
480,1536 24,21 40,0,8,0.0,482249202202302.4,57767400000000.0,1738368780.209509,fail
481,1536 28,21 36,0,8,0.0,482520621441334.2,67395100000000.0,1738368780.209509,fail
482,1536 32,21 32,0,8,0.0,482859895490123.8,77022800000000.0,1738368780.209509,fail
483,1536 36,21 28,0,8,0.0,483296104981424.6,86650500000000.0,1738368780.209509,fail
484,1536 40,21 24,0,8,0.0,483877717636492.6,96278200000000.0,1738368780.209509,fail
485,1536 44,21 20,0,8,0.0,484691975353587.56,105906000000000.0,1738368780.209509,fail
486,1536 48,21 16,0,8,0.0,485913361929230.3,115534000000000.0,1738368780.209509,fail
487,1536 16,22 48,0,8,0.0,481842073343755.0,38512000000000.0,1738368780.209509,fail
488,1536 20,22 44,0,8,0.0,482027131915821.9,48139700000000.0,1738368780.209509,fail
489,1536 24,22 40,0,8,0.0,482249202202302.4,57767400000000.0,1738368780.209509,fail
490,1536 28,22 36,0,8,0.0,482520621441334.2,67395100000000.0,1738368780.209509,fail
491,1536 32,22 32,0,8,0.0,482859895490123.8,77022800000000.0,1738368780.209509,fail
492,1536 36,22 28,0,8,0.0,483296104981424.6,86650500000000.0,1738368780.209509,fail
493,1536 40,22 24,0,8,0.0,483877717636492.6,96278200000000.0,1738368780.209509,fail
494,1536 44,22 20,0,8,0.0,484691975353587.56,105906000000000.0,1738368780.209509,fail
495,1536 48,22 16,0,8,0.0,485913361929230.3,115534000000000.0,1738368780.209509,fail
496,1536 16,23 48,0,8,0.0,481842073343755.0,38512000000000.0,1738368780.209509,fail
497,1536 20,23 44,0,8,0.0,482027131915821.9,48139700000000.0,1738368780.209509,fail
498,1536 24,23 40,0,8,0.0,482249202202302.4,57767400000000.0,1738368780.209509,fail
499,1536 28,23 36,0,8,0.0,482520621441334.2,67395100000000.0,1738368780.209509,fail
500,1536 32,23 32,0,8,0.0,482859895490123.8,77022800000000.0,1738368780.209509,fail
501,1536 36,23 28,0,8,0.0,483296104981424.6,86650500000000.0,1738368780.209509,fail
502,1536 40,23 24,0,8,0.0,483877717636492.6,96278200000000.0,1738368780.209509,fail
503,1536 44,23 20,0,8,0.0,484691975353587.56,105906000000000.0,1738368780.209509,fail
504,1536 48,23 16,0,8,0.0,485913361929230.3,115534000000000.0,1738368780.209509,fail
505,1536 16,24 48,0,8,0.0,481842073343755.0,38512000000000.0,1738368780.209509,fail
506,1536 20,24 44,0,8,0.0,482027131915821.9,48139700000000.0,1738368780.209509,fail
507,1536 24,24 40,0,8,0.0,482249202202302.4,57767400000000.0,1738368780.209509,fail
508,1536 28,24 36,0,8,0.0,482520621441334.2,67395100000000.0,1738368780.209509,fail
509,1536 32,24 32,0,8,0.0,482859895490123.8,77022800000000.0,1738368780.209509,fail
510,1536 36,24 28,0,8,0.0,483296104981424.6,86650500000000.0,1738368780.209509,fail
511,1536 40,24 24,0,8,0.0,483877717636492.6,96278200000000.0,1738368780.209509,fail
512,1536 44,24 20,0,8,0.0,484691975353587.56,105906000000000.0,1738368780.209509,fail
513,1536 48,24 16,0,8,0.0,485913361929230.3,115534000000000.0,1738368780.209509,fail
514,1536 16,25 48,0,8,0.0,481842073343755.0,38512000000000.0,1738368780.209509,fail
515,1536 20,25 44,0,8,0.0,482027131915821.9,48139700000000.0,1738368780.209509,fail
516,1536 24,25 40,0,8,0.0,482249202202302.4,57767400000000.0,1738368780.209509,fail
517,1536 28,25 36,0,8,0.0,482520621441334.2,67395100000000.0,1738368780.209509,fail
518,1536 32,25 32,0,8,0.0,482859895490123.8,77022800000000.0,1738368780.209509,fail
519,1536 36,25 28,0,8,0.0,483296104981424.6,86650500000000.0,1738368780.209509,fail
520,1536 40,25 24,0,8,0.0,483877717636492.6,96278200000000.0,1738368780.209509,fail
521,1536 44,25 20,0,8,0.0,484691975353587.56,105906000000000.0,1738368780.209509,fail
522,1536 48,25 16,0,8,0.0,485913361929230.3,115534000000000.0,1738368780.209509,fail
523,1536 16,26 48,0,8,0.0,481842073343755.0,38512000000000.0,1738368780.209509,fail
524,1536 20,26 44,0,8,0.0,482027131915821.9,48139700000000.0,1738368780.209509,fail
525,1536 24,26 40,0,8,0.0,482249202202302.4,57767400000000.0,1738368780.209509,fail
526,1536 28,26 36,0,8,0.0,482520621441334.2,67395100000000.0,1738368780.209509,fail
527,1536 32,26 32,0,8,0.0,482859895490123.8,77022800000000.0,1738368780.209509,fail
528,1536 36,26 28,0,8,0.0,483296104981424.6,86650500000000.0,1738368780.209509,fail
529,1536 40,26 24,0,8,0.0,483877717636492.6,96278200000000.0,1738368780.209509,fail
530,1536 44,26 20,0,8,0.0,484691975353587.56,105906000000000.0,1738368780.209509,fail
531,1536 48,26 16,0,8,0.0,485913361929230.3,115534000000000.0,1738368780.209509,fail
532,1536 16,27 48,0,8,0.0,481842073343755.0,38512000000000.0,1738368780.209509,fail
533,1536 20,27 44,0,8,0.0,482027131915821.9,48139700000000.0,1738368780.209509,fail
534,1536 24,27 40,0,8,0.0,482249202202302.4,57767400000000.0,1738368780.209509,fail
535,1536 28,27 36,0,8,0.0,482520621441334.2,67395100000000.0,1738368780.209509,fail
536,1536 32,27 32,0,8,0.0,482859895490123.8,77022800000000.0,1738368780.209509,fail
537,1536 36,27 28,0,8,0.0,483296104981424.6,86650500000000.0,1738368780.209509,fail
538,1536 40,27 24,0,8,0.0,483877717636492.6,96278200000000.0,1738368780.209509,fail
539,1536 44,27 20,0,8,0.0,484691975353587.56,105906000000000.0,1738368780.209509,fail
540,1536 48,27 16,0,8,0.0,485913361929230.3,115534000000000.0,1738368780.209509,fail
541,1536 16,28 48,0,8,0.0,481842073343755.0,38512000000000.0,1738368780.209509,fail
542,1536 20,28 44,0,8,0.0,482027131915821.9,48139700000000.0,1738368780.209509,fail
543,1536 24,28 40,0,8,0.0,482249202202302.4,57767400000000.0,1738368780.209509,fail
544,1536 28,28 36,0,8,0.0,482520621441334.2,67395100000000.0,1738368780.209509,fail
545,1536 32,28 32,0,8,0.0,482859895490123.8,77022800000000.0,1738368780.209509,fail
546,1536 36,28 28,0,8,0.0,483296104981424.6,86650500000000.0,1738368780.209509,fail
547,1536 40,28 24,0,8,0.0,483877717636492.6,96278200000000.0,1738368780.209509,fail
548,1536 44,28 20,0,8,0.0,484691975353587.56,105906000000000.0,1738368780.209509,fail
549,1536 48,28 16,0,8,0.0,485913361929230.3,115534000000000.0,1738368780.209509,fail
550,1536 16,29 48,0,8,0.0,481842073343755.0,38512000000000.0,1738368780.209509,fail
551,1536 20,29 44,0,8,0.0,482027131915821.9,48139700000000.0,1738368780.209509,fail
552,1536 24,29 40,0,8,0.0,482249202202302.4,57767400000000.0,1738368780.209509,fail
553,1536 28,29 36,0,8,0.0,482520621441334.2,67395100000000.0,1738368780.209509,fail
554,1536 32,29 32,0,8,0.0,482859895490123.8,77022800000000.0,1738368780.209509,fail
555,1536 36,29 28,0,8,0.0,483296104981424.6,86650500000000.0,1738368780.209509,fail
556,1536 40,29 24,0,8,0.0,483877717636492.6,96278200000000.0,1738368780.209509,fail
557,1536 44,29 20,0,8,0.0,484691975353587.56,105906000000000.0,1738368780.209509,fail
558,1536 48,29 16,0,8,0.0,485913361929230.3,115534000000000.0,1738368780.209509,fail
559,1536 16,30 48,0,8,0.0,481842073343755.0,38512000000000.0,1738368780.209509,fail
560,1536 20,30 44,0,8,0.0,482027131915821.9,48139700000000.0,1738368780.209509,fail
561,1536 24,30 40,0,8,0.0,482249202202302.4,57767400000000.0,1738368780.209509,fail
562,1536 28,30 36,0,8,0.0,482520621441334.2,67395100000000.0,1738368780.209509,fail
563,1536 32,30 32,0,8,0.0,482859895490123.8,77022800000000.0,1738368780.209509,fail
564,1536 36,30 28,0,8,0.0,483296104981424.6,86650500000000.0,1738368780.209509,fail
565,1536 40,30 24,0,8,0.0,483877717636492.6,96278200000000.0,1738368780.209509,fail
566,1536 44,30 20,0,8,0.0,484691975353587.56,105906000000000.0,1738368780.209509,fail
567,1536 48,30 16,0,8,0.0,485913361929230.3,115534000000000.0,1738368780.209509,fail
568,1536 16,31 48,0,8,0.0,481842073343755.0,38512000000000.0,1738368780.209509,fail
569,1536 20,31 44,0,8,0.0,482027131915821.9,48139700000000.0,1738368780.209509,fail
570,1536 24,31 40,0,8,0.0,482249202202302.4,57767400000000.0,1738368780.209509,fail
571,1536 28,31 36,0,8,0.0,482520621441334.2,67395100000000.0,1738368780.209509,fail
572,1536 32,31 32,0,8,0.0,482859895490123.8,77022800000000.0,1738368780.209509,fail
573,1536 36,31 28,0,8,0.0,483296104981424.6,86650500000000.0,1738368780.209509,fail
574,1536 40,31 24,0,8,0.0,483877717636492.6,96278200000000.0,1738368780.209509,fail
575,1536 44,31 20,0,8,0.0,484691975353587.56,105906000000000.0,1738368780.209509,fail
576,1536 48,31 16,0,8,0.0,485913361929230.3,115534000000000.0,1738368780.209509,fail
577,1536 16,32 48,0,8,0.0,481842073343755.0,38512000000000.0,1738368780.209509,fail
578,1536 20,32 44,0,8,0.0,482027131915821.9,48139700000000.0,1738368780.209509,fail
579,1536 24,32 40,0,8,0.0,482249202202302.4,57767400000000.0,1738368780.209509,fail
580,1536 28,32 36,0,8,0.0,482520621441334.2,67395100000000.0,1738368780.209509,fail
581,1536 32,32 32,0,8,0.0,482859895490123.8,77022800000000.0,1738368780.209509,fail
582,1536 36,32 28,0,8,0.0,483296104981424.6,86650500000000.0,1738368780.209509,fail
583,1536 40,32 24,0,8,0.0,483877717636492.6,96278200000000.0,1738368780.209509,fail
584,1536 44,32 20,0,8,0.0,484691975353587.56,105906000000000.0,1738368780.209509,fail
585,1536 48,32 16,0,8,0.0,485913361929230.3,115534000000000.0,1738368780.209509,fail
586,1536 16,33 48,0,8,0.0,481842073343755.0,38512000000000.0,1738368780.209509,fail
587,1536 20,33 44,0,8,0.0,482027131915821.9,48139700000000.0,1738368780.209509,fail
588,1536 24,33 40,0,8,0.0,482249202202302.4,57767400000000.0,1738368780.209509,fail
589,1536 28,33 36,0,8,0.0,482520621441334.2,67395100000000.0,1738368780.209509,fail
590,1536 32,33 32,0,8,0.0,482859895490123.8,77022800000000.0,1738368780.209509,fail
591,1536 36,33 28,0,8,0.0,483296104981424.6,86650500000000.0,1738368780.209509,fail
592,1536 40,33 24,0,8,0.0,483877717636492.6,96278200000000.0,1738368780.209509,fail
593,1536 44,33 20,0,8,0.0,484691975353587.56,105906000000000.0,1738368780.209509,fail
594,1536 48,33 16,0,8,0.0,485913361929230.3,115534000000000.0,1738368780.209509,fail
595,1536 16,34 48,0,8,0.0,481842073343755.0,38512000000000.0,1738368780.209509,fail
596,1536 20,34 44,0,8,0.0,482027131915821.9,48139700000000.0,1738368780.209509,fail
597,1536 24,34 40,0,8,0.0,482249202202302.4,57767400000000.0,1738368780.209509,fail
598,1536 28,34 36,0,8,0.0,482520621441334.2,67395100000000.0,1738368780.209509,fail
599,1536 32,34 32,0,8,0.0,482859895490123.8,77022800000000.0,1738368780.209509,fail
600,1536 36,34 28,0,8,0.0,483296104981424.6,86650500000000.0,1738368780.209509,fail
601,1536 40,34 24,0,8,0.0,483877717636492.6,96278200000000.0,1738368780.209509,fail
602,1536 44,34 20,0,8,0.0,484691975353587.56,105906000000000.0,1738368780.209509,fail
603,1536 48,34 16,0,8,0.0,485913361929230.3,115534000000000.0,1738368780.209509,fail
604,1536 16,35 48,0,8,0.0,481842073343755.0,38512000000000.0,1738368780.209509,fail
605,1536 20,35 44,0,8,0.0,482027131915821.9,48139700000000.0,1738368780.209509,fail
606,1536 24,35 40,0,8,0.0,482249202202302.4,57767400000000.0,1738368780.209509,fail
607,1536 28,35 36,0,8,0.0,482520621441334.2,67395100000000.0,1738368780.209509,fail
608,1536 32,35 32,0,8,0.0,482859895490123.8,77022800000000.0,1738368780.209509,fail
